"","web-scraper-order","web-scraper-start-url","link","link-href","Caffeine","Flavor","Description","Ingredients","item_ID","Steeping","Image-src","Price","Name","Type","ID","Category","V4","Origin","Availability","Time","Color","Link","Link-href","Benefits","Pagination","pagination"
"344","1636385864-326","https://www.davidstea.com/us_en/tea/tea-by-type/rooibos/","Cranberry Cheer","https://www.davidstea.com/us_en/tea/tea-by-type/rooibos/cranberry-cheer/10939US01VAR0071485.html?cgid=rooibos-tea","Caffeine-free","How it tastes
 Fruity and warming, with the bright tartness of cranberry.","Detoxifying, invigorating & everything in between. Cleanse & rehydrate your body with this tart & spicy caffeine-free cranberry tea featuring naturally sweet rooibos and dandelion root – a wonder herb said to help get over hangovers. With a fresh burst of juicy cranberries, this herbal staple is a multifunction plant-based powerhouse you’ll want to sip morning, noon & night.
What makes it great

 With detoxifying dandelion root & hydrating rooibos, this cranberry tea is the perfect way to cleanse & rehydrate your body – especially after a night of overindulging.
 Used as a medicinal herb for centuries, dandelion root has been known to help get over hangovers thanks to its purifying properties.","Hibiscus, Rosehips, Rooibos, Cranberries, Dandelion root, Cinnamon, Natural cranberry flavouring, Oat straw, Natural lemon flavouring.","10939US01VAR0071485","Steep for 4-5 minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dwf7b8fba7/productimages/10939DT01VAR0093961-10939US01VAR0071485-BI-1.jpg?sw=450&sh=450&sm=fit","$10.98","Cranberry Cheer","Rooibos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","1636385785-311","https://www.davidstea.com/us_en/tea/tea-by-type/rooibos/","Chamomile Dreamland Organic","https://www.davidstea.com/us_en/tea/tea-by-type/rooibos/organic-chamomile-dreamland/10887US01VAR0067726.html?cgid=rooibos-tea","Caffeine-free","How it tastes
A beautiful balance of chamomile & lavender with lemon for a touch of complexity.","Calling all chamomile fans. We blended this delicate caffeine-free rooibos with a handful of soothing chamomile buds to bring you a new bedtime favourite. To make it even dreamier, we added lavender accents that help relax the mind & lemon balm which is known to help induce sleep. We think you’ll also appreciate that we’ve added no flavouring to this blend. Just the perfect mix of sweet, sleepy ingredients.
What makes it great

 A dreamy blend of soothing chamomile & aromatic lavender.
 In aroma therapy Lemon balms citrusy scent used to help release tension.
 This organic blend features no added flavouring","Organic rooibos, Organic fennel seeds, Organic rosehip peel, Organic chamomile blossoms, Organic lemon balm leaves, Organic lemon peel, Organic lavender blossoms, Organic rose petals.

view more
view less","10887US01VAR0067726","Steep for 4-5 minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dwb8041954/productimages/10887DT01VAR0088800-10887US01VAR0067726-BI-1.jpg?sw=450&sh=450&sm=fit","$10.98","Chamomile Dreamland Organic","Rooibos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","1636385765-307","https://www.davidstea.com/us_en/tea/tea-by-type/rooibos/","Organic Lemon Lullaby Sachets","https://www.davidstea.com/us_en/tea/tea-by-type/rooibos/organic-lemon-lullaby-sachets/961546US01VAR0075416.html?cgid=rooibos-tea","Caffeine-free","null","A good night’s sleep is everything, now more than ever. For this tea, we sourced some of the world’s most calming ingredients: Vervain is a flowering herb used in folk medicine for its super relaxing effects while valerian root is popularly known as nature’s valium. We fused these sleep supporters with fresh lemongrass, lemon oil, & green rooibos – for a mellow yet intensely relaxing organic blend. Bonne nuit.
What makes it great

Contains 15 ready-to-steep sachets – the easiest and quickest way to make a cup of tea when you’re in a hurry. Plus, our sachets are plant-based and biodegradable, for a more sustainable steeping experience.","Organic green rooibos, Organic apple, Organic vervain leaf, Organic licorice root, Organic lemongrass, Organic lemon peel, Organic valerian root, Organic lemon oil, Organic marigold blossoms.

view more
view less","961546US01VAR0075416","Steep for 4-5 minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dwe5595c3f/productimages/961546DT01VAR0090295-961546US01VAR0075416-BI-1.jpg?sw=450&sh=450&sm=fit","$9.00","Organic Lemon Lullaby Sachets","Rooibos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","1636385869-327","https://www.davidstea.com/us_en/tea/tea-by-type/rooibos/","Butterscotch Chai","https://www.davidstea.com/us_en/tea/tea-by-type/rooibos/butterscotch-chai/10842US01VAR0064457.html?cgid=rooibos-tea","Caffeine-free","How it tastes
Sweet caramel with a hint of creamy butter & spices topped off by a rich, nutty rooibos finish.","When the temperature drops, is there anything more satisfying than comfort food? Comfort TEA. Add a dose of sweet caramel to your evening with this nutty caffeine-free rooibos – think flavourful & delicate spices, cardamom, cinnamon & creamy butter. Inspired by our favourite caramel hard candy.
What makes it great

 A sweet upgrade on the chai flavours you love
 It’s caffeine-free, so you can treat yourself to a mugful before bed
 The unexpected mix of sweet caramel with warming cinnamon & aromatic cardamom","Rooibos, Apple, Sugar, Ginger, Pineapple (pineapple, sugar), Mango (mango, sugar), Cardamom, Cinnamon, Papaya (papaya, sugar), Sweet blackberry leaves, Black pepper, Natural (caramel, butter, biscuit) flavouring with stevia extract.

view more
view less","10842US01VAR0064457","Steep for 4-5 minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dw0a2c93d6/productimages/10842DT01VAR0084490-10842US01VAR0064457-BI-1.jpg?sw=450&sh=450&sm=fit","$10.98","Butterscotch Chai","Rooibos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","1636385823-318","https://www.davidstea.com/us_en/tea/tea-by-type/rooibos/","Jasmine Rooibos","https://www.davidstea.com/us_en/tea/tea-by-type/rooibos/jasmine-rooibos/10907US01VAR0069185.html?cgid=rooibos-tea","Caffeine-free","How it tastes
A classic jasmine flavour with a pinch of citrus and floral orange blossom.","Florals for spring that are actually ground-breaking. The trend forecasts have arrived, and they're saying caffeine-free is in. So naturally, we’ve created an uplifting jasmine rooibos that's free of all caffeine. Breathe in hints of floral orange blossoms and invigorate your senses with a zesty hint of citrus. This blissful blend is perfect for an afternoon zen moment.
What makes it great

 A naturally caffeine-free option for a jasmine scented tea.
 Fresh spring flavors to invigorate your senses.
 Uplift your mood with an awakening aroma.","Apple, Green and red rooibos, Lemongrass, Natural jasmine flavouring, White hibiscus buds, Rose petals, Orange blossoms, Marigold blossoms, Cornflower blossoms.","10907US01VAR0069185","Steep for 4-5 minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dw11ddf647/productimages/10907DT01VAR0090691-10907US01VAR0069185-BI-1.jpg?sw=450&sh=450&sm=fit","$9.98","Jasmine Rooibos","Rooibos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","1636385809-315","https://www.davidstea.com/us_en/tea/tea-by-type/rooibos/","Earl Grey Rooibos Organic","https://www.davidstea.com/us_en/tea/tea-by-type/rooibos/organic-earl-grey-rooibos/10778US01VAR0057060.html?cgid=rooibos-tea","Caffeine-free","null","Sometimes when that midnight craving hits, nothing will do but a nice cup of Earl Grey. So when our customers asked us for a decaffeinated version, we happily obliged. We came up with a light and fruity blend of red rooibos with oil of bergamot and mandarin, great on its own or with a splash of milk and sugar. It’s naturally caffeine-free and packed with tons of amazing health perks. So now you can enjoy a tea party any time you want, night or day.","Organic rooibos, Organic rosehips, Organic apple, Organic rose petals, Natural (bergamot, mandarin) oil.","10778US01VAR0057060","Steep for 4-5 minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dw7a0b2fad/productimages/10778DT01VAR0074345-10778US01VAR0057060-BI-1.jpg?sw=450&sh=450&sm=fit","$9.98","Earl Grey Rooibos Organic","Rooibos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","1636385836-321","https://www.davidstea.com/us_en/tea/tea-by-type/rooibos/","Confetti Cupcake","https://www.davidstea.com/us_en/tea/tea-by-type/rooibos/confetti-cupcake/10925US01VAR0070477.html?cgid=rooibos-tea","Low Caffeine","How it tastes
Creamy vanilla cake with lightly whipped frosting","This blend is serving serious funfetti vibes. Enjoy unbridled fun and wonder in every bite of this light green rooibos that tastes like the best vanilla birthday cake ever. Better yet, this one has no artificial colours or flavours. You’re never too old to have your cake and sip it too.
What makes it great

Made with no artificial flavours or colours.
White chocolate chips and sprinkles add a party to every cup.
Green rooibos adds subtle sweetness and antioxidants.","Apple, Sprinkles (cane sugar, palm oil, corn starch, natural colouring [from beet juice, vegetable juice, annato extract, spirulina extract, turmeric, beta-kerotene, paprika oleoresin], sunflower lecithin, maltodextrin, carnauba wax, cellulose gum), Chocolates (sugar, cocoa butter, whole milk powder, nonfat dry milk, whey powder, milk fat, lactose, soy lecithin, sunflower lecithin, cocoa mass, natural vanilla extract, natural colouring (beetroot), natural flavouring), Natural vanilla flavouring, Green rooibos, Calendula.

view more
view less","10925US01VAR0070477","Steep for 4-5 minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dw99e5613b/productimages/10925DT01VAR0092395-10925US01VAR0070477-BI-1.jpg?sw=450&sh=450&sm=fit","$8.98","Confetti Cupcake","Rooibos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","1636385841-322","https://www.davidstea.com/us_en/tea/tea-by-type/rooibos/","Cotton Candy","https://www.davidstea.com/us_en/tea/tea-by-type/rooibos/cotton-candy/10441US01VAR0017451.html?cgid=rooibos-tea","Caffeine-free","How it tastes
Smooth and sweet – it really tastes like cotton candy!","This caffeine-free rooibos is ridiculously fun. Why? It tastes just like cotton candy! Developed with our favourite carnival treat in mind, this dessert tea combines nut brittle, candied mango and cotton candy sprinkles with a smooth, sweet base of green rooibos. The result? All the fun and flavour of fairy floss, minus the sugar high. It’s a carnival in a cup.
What makes it great

This fairground fave is guaranteed to please kids and grownups alike.
Our favourite way to drink it? Iced with two scoops of vanilla ice cream. Pure bliss.","Green rooibos, Sprinkles (sugar, salt, artificial flavouring, FD&C Red 3, FD&C Blue 1), Mango (mango, sugar, citric acid, sulfur dioxide), Brittle (sugar, hazelnuts, invert sugar), Natural and artificial cotton candy flavouring.

view more
view less","10441US01VAR0017451","Steep for 4-5 minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dw0dd43317/productimages/10441DT01VAR0021958-10441US01VAR0017451-BI-1.jpg?sw=450&sh=450&sm=fit","$8.98","Cotton Candy","Rooibos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","1636385799-313","https://www.davidstea.com/us_en/tea/tea-by-type/rooibos/","Cinnamon Rooibos Chai Organic","https://www.davidstea.com/us_en/tea/tea-by-type/rooibos/organic-cinnamon-rooibos-chai/10063US01VAR0012971.html?cgid=rooibos-tea","Caffeine-free","How it tastes
The combo of cinnamon and rooibos is naturally very sweet and not too spicy","Organic rooibos tea and cinnamon are a powerhouse combination. According to aromatherapy principles, cinnamon enhances your ability to concentrate. Plus it has a clean and refreshing taste your breath will thank you for. And rooibos is super hydrating and bursting with vitamins and minerals. Your new favourite caffeine-free chai also contains sweet apple. Delicious.
What makes it great

Cinnamon is an even better breath-freshener than mint!
Cinnamon is great for concentration… making this an excellent caffeine-free option for a late night movie or cram sesh.
Craving a chai before bedtime? One sip is all it takes to satisfy your craving.
 Loved by REAL HOMES for the cozy factor: “No matter if I'm cold, tired, or just in need of some TLC, this cinnamon tea is a staple in my kitchen.”","Organic rooibos*, Organic apple, Organic cinnamon, Natural cinnamon flavouring.","10063US01VAR0012971","Steep for 4-5 minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dwa12ba2e7/productimages/10063DT01VAR003951-10063US01VAR0012971-BI-1.jpg?sw=450&sh=450&sm=fit","$9.98","Cinnamon Rooibos Chai Organic","Rooibos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","1636385761-306","https://www.davidstea.com/us_en/tea/tea-by-type/rooibos/","Organic Super Ginger Sachets","https://www.davidstea.com/us_en/tea/tea-by-type/rooibos/organic-super-ginger-sachets/960468US01.html?cgid=rooibos-tea","Caffeine-free","null","This potent herbal infusion of anti-inflammatory ginger, green rooibos and peppercorns is so soothing, you might even say it has superpowers. It’s the spiciest, most comforting tisane imaginable – the perfect ginger tea to reach for when you’re fighting a cold or sore throat. The best part? It’s caffeine-free, so you can heal fast and still enjoy a good night's sleep. 
What makes it great

Contains 15 ready-to-steep sachets – the easiest and quickest way to make a cup of tea when you’re in a hurry. Plus, our sachets are plant-based and biodegradable, for a more sustainable steeping experience.","Organic ginger, Organic green rooibos*, Organic black pepper, Organic white pepper, Organic pink peppercorn, Natural flavouring with stevia extract.","960468US01","Steep for 4-5 minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dw10dda614/productimages/960468DT01-960468US01-BI-1.jpg?sw=450&sh=450&sm=fit","$9.00","Organic Super Ginger Sachets","Rooibos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","1636385851-324","https://www.davidstea.com/us_en/tea/tea-by-type/rooibos/","Coco Chai Rooibos","https://www.davidstea.com/us_en/tea/tea-by-type/rooibos/coco-chai-rooibos/10066US01VAR0012973.html?cgid=rooibos-tea","Caffeine-free","How it tastes
 A sweet spiced chai with a rich, creamy touch of coconut.","Chai lovers, this one’s for you. This rich and spicy tea has a smooth base of caffeine-free rooibos, and a satisfying kick of cinnamon, ginger, cardamom and piquant pink peppercorns. There’s even a creamy hint of coconut. Try it straight up or infused in hot milk for a truly fabulous chai latte. It’s the kind of thing you get addicted to. 
 What makes it great

 A great caffeine-free option for chai lovers.
 Pink peppercorns are surprisingly mild and sweet.","Rooibos*, Ginger, Cinnamon, Coconut flake, Cardamom, Pink peppercorn, Clove, Natural (coconut, cinnamon, ginger, vanilla) flavouring.","10066US01VAR0012973","Steep for 4-5 minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dwb2c5d298/productimages/10066DT01VAR003953-10066US01VAR0012973-BI-1.jpg?sw=450&sh=450&sm=fit","$8.98","Coco Chai Rooibos","Rooibos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
